song_id, valence_mean, valence_std, arousal_mean, arousal_std
1048,5,2.19,6.7,1
1049,5.3,2.28,6.7,1.95
1050,6,1.26,5.8,1.08
1051,5.2,1.08,5.3,1.1
1052,5.5,2.25,6.6,1.62
1053,4.5,2.11,6.3,1.19
1054,3.7,2.49,6.3,2.49
1055,3.7,2.53,6.3,2.1
1056,4.2,1.47,5,1.84
1057,4.7,2.28,7.1,1.58
1058,4,2.05,5.8,2.04
1059,4.7,2.71,7.5,1.78
1060,5.2,2.09,6.1,1.87
1061,6.5,1.8,6.2,1.83
1062,4.1,1.64,4.3,1.55
1063,5.2,1.66,6.4,1.5
1064,5.2,2.25,7.1,1.52
1065,6,1.41,6.4,1.28
1066,6.1,1.37,5.5,1.43
1067,4,1.34,3.4,1.69
1068,5.9,1.45,5.3,1.62
1069,4.3,2.41,5.6,1.43
1070,5.2,1.33,5.8,0.98
1071,6.5,1.2,5.3,1.1
1072,6.3,1.1,5.5,1.2
1073,5.2,1.25,3.8,1.66
1074,6.8,0.98,6.4,1.69
1075,6.4,1.74,6.6,0.92
1076,6,1.26,5,1.55
1077,6.4,1.36,4.8,1.66
1078,6.8,0.87,6,1.48
1079,6.9,1.14,5.6,1.85
1080,6,1.18,5,1.61
1081,5,1.26,3.5,1.36
1082,6.7,1.27,6.4,1.5
1083,6.1,1.81,6.6,1.69
1084,5.1,1.22,3.4,1.28
1085,6.1,1.37,5.2,1.78
1086,5.9,1.3,4.3,1
1087,6,1.73,6.4,1.5
1088,7.3,0.9,6.6,1.11
1089,6.4,1.69,6.6,1.5
1090,5.6,1.69,6.6,1.36
1091,5.7,2.15,5.8,1.6
1092,5.8,1.54,6.3,1.35
1093,5.8,1.47,6,1.61
1094,6.4,1.2,6.3,1.27
1095,6.2,1.6,6.2,1.47
1096,3.8,1.08,3.6,1.5
1097,5.5,1.69,5.4,1.91
1098,6.8,1.4,6.3,1.73
1099,5.7,1.85,5.9,1.76
1100,6.3,1.19,5.6,1.28
1101,3.7,1.42,2.4,1.43
1102,2.3,0.78,4.5,2.16
1103,3.6,1.56,3.5,1.91
1104,4.2,1.54,4.4,1.28
1105,3.8,1.47,3.7,1.9
1106,3,1.34,3.9,1.97
1107,3,1.26,3.2,1.33
1108,4.8,1.17,3.7,1.42
1109,4.2,2.18,2.4,1.02
1110,5.1,2.17,5.4,1.74
1111,3.2,1.4,2.9,1.58
1112,3.1,1.45,2.3,1.27
1113,3.4,1.5,3,1.55
1114,3.4,1.56,3.3,2.37
1115,4.4,2.37,3.9,1.97
1116,5.7,1.9,3,1.41
1117,4.2,1.33,3.4,1.5
1118,4,1.84,1.9,0.7
1119,3.4,2.01,2.1,1.04
1120,3.4,1.56,2.8,1.08
1121,3.9,1.76,2.3,1.1
1122,6.8,1.94,5.4,1.5
1123,3.1,1.64,3.1,1.97
1124,5.4,1.62,5.1,1.22
1125,4.9,1.14,3,1.41
1126,3.9,1.81,3.2,1.25
1127,3.4,1.62,3,1.55
1128,3.7,1.55,2.7,1.49
1129,3.5,1.75,2.4,0.66
1130,3.8,1.17,3.1,1.58
1131,4.5,1.69,3.4,1.96
1132,4.6,1.62,3.4,0.66
1133,5,2.05,2.4,1.96
1134,4.1,1.87,2.1,1.04
1135,3.1,1.51,2.7,1.35
1136,4.5,1.36,3.4,1.91
1137,4.3,1.42,4.2,1.33
1138,4.4,1.56,3.7,1.79
1139,5.1,1.92,2.5,1.02
1140,5.9,1.45,5.4,1.43
1141,4.5,1.36,3.6,1.28
1142,3.2,1.66,2.1,1.3
1143,3.8,1.4,5.1,1.76
1144,3.7,1.49,4.6,1.62
1145,4.7,1.95,2.4,1.2
1146,2.6,1.2,3.4,1.62
1147,4.6,1.5,3.6,1.2
1148,3.4,1.85,3,1.41
1149,4,1.73,2.6,1.36
1150,4.1,1.7,2.3,0.64
1151,5,1.73,5.6,1.2
1152,6.1,1.58,5.6,1.28
1153,3.9,1.81,2.5,0.67
1154,3.9,1.7,4.4,1.56
1155,4.2,1.66,4.3,1
1156,7,1.34,5.6,2.2
1157,6.9,0.94,6.1,1.37
1158,6.2,1.33,6.2,1.78
1159,5.8,1.94,6,1.67
1160,6.4,0.66,5.4,1.5
1161,4.1,1.87,2.5,1.5
1162,3.6,1.11,3.8,1.72
1163,6.2,1.89,5.3,1.49
1164,3.6,1.56,3.1,1.22
1165,3.5,1.43,2.8,1.17
1166,4.6,1.85,3.3,1.9
1167,3.6,1.8,2.8,1.25
1168,4.4,2.54,3.3,1.68
1169,3.9,1.7,2.8,1.25
1170,3.1,1.7,2.1,0.94
1171,3.6,1.56,1.9,1.04
1172,3.9,2.02,2.5,1.5
1173,4.3,1.49,4,2.05
1174,3.6,2.15,3.3,1.79
1175,3.7,1.27,3.4,1.02
1176,4.9,1.81,2.7,1.62
1177,5.2,2.14,3.3,1.9
1178,4.9,2.12,4.5,1.96
1179,3.4,1.02,4.1,1.37
1180,3.3,1.62,2.6,1.02
1181,3.7,1.42,4.4,1.91
1182,2.7,1.35,2.2,1.17
1183,3.7,2.1,3.2,1.89
1184,4.2,1.6,2.3,1.27
1185,6.2,1.6,4.8,1.47
1186,3.7,1.55,1.9,0.83
1187,4.4,1.96,4.1,1.81
1188,4.7,1.85,3.3,1.42
1189,4.8,1.78,3.2,1.4
1190,3.5,1.75,2.2,0.87
1191,4.4,1.85,2.6,1.2
1192,3.7,1.95,2.9,1.22
1193,4.4,1.43,3.9,1.45
1194,3.4,1.43,2.5,1.2
1195,4.2,2.23,4,1.48
1196,3.8,1.6,2.7,1.55
1197,3.9,1.64,2.8,1.54
1198,3.5,2.06,1.8,0.98
1199,4.5,1.96,3.5,1.36
1200,3.2,1.08,3.6,1.43
1201,6,1.61,5.5,1.12
1202,4.1,1.97,2.7,1.35
1203,4,1.41,3.4,1.28
1204,6.6,0.92,5.5,1.28
1205,6,1.67,5.7,1.62
1206,5.1,1.7,5.8,1.6
1207,4.7,1.68,3.4,1.74
1208,6.2,1.08,4.6,1.11
1209,4.4,1.62,2.7,0.78
1210,3.8,2.04,2.4,1.2
1211,5.5,1.43,4.7,1.55
1212,3.5,1.43,2.7,1.27
1213,3.1,1.22,2.8,1.25
1214,6.2,1.08,5.3,1.49
1215,6.2,1.17,5.6,1.36
1216,5.5,1.36,5.3,1.73
1217,3.9,1.58,2.6,1.02
1218,3.9,1.92,4.1,1.81
1219,4.3,1.27,2.2,1.17
1220,3.6,1.56,2.2,1.08
1221,5.4,0.8,5.3,1
1222,4.1,2.02,3.2,1.66
1223,4.6,1.91,5.6,1.74
1224,6.2,1.72,6.8,1.33
1225,3.4,1.85,4.6,2.15
1226,3.9,1.58,3.8,1.66
1227,4.7,1.79,5.7,1.85
1228,5.4,1.43,3.3,1.19
1229,5.2,1.66,4.3,1.68
1230,5.3,1.42,3.7,1.49
1231,5.5,1.5,6.5,1.2
1232,6.9,0.83,6.3,1.42
1233,5.5,1.28,4.8,1.47
1234,4.6,1.43,3,0.89
1235,4.9,1.22,5.8,1.17
1236,4.5,1.02,4.9,1.04
1237,4.1,1.37,3.3,1.27
1238,5.5,1.36,5.1,1.81
1239,6.3,2,6.7,1.73
1240,2.7,1.19,2.6,0.8
1241,4.1,1.37,3.7,1.62
1242,4.7,0.9,4.3,1.35
1243,5.8,1.4,5.7,1.55
1244,4.6,1.5,3.7,1.27
1245,6.4,1.91,5.3,2
1246,4.5,1.8,3.1,1.58
1247,4.4,1.91,6.3,1.85
1248,3.7,1.35,3,1.26
1249,5.1,1.76,5.6,1.8
1250,7,1.41,7.4,0.92
1251,6.9,0.83,6.3,0.78
1252,5.2,0.87,5.1,1.04
1253,4.1,1.3,3,1
1254,4.7,1.79,6.2,2.23
1255,3.4,2.32,2,0.81
1256,5.7,1.27,5.5,1.69
1257,5,1.18,3.8,1.25
1258,5.7,1.62,5.6,1.74
1259,3.6,1.5,2.8,1.08
1260,7.2,0.75,6.5,1.43
1261,3.8,1.83,3.1,1.37
1262,4.5,1.8,4.8,1.4
1263,5.8,1.47,5.1,1.22
1264,4.6,1.96,3.6,1.96
1265,5.8,1.4,5.5,1.12
1266,5.6,0.66,5.1,1.14
1267,4.5,1.69,3.7,1.55
1268,5.3,1.42,3.7,1.55
1269,3.5,1.2,4.4,1.56
1270,4.6,1.02,5.3,1.49
1271,4.6,1.2,4.7,1
1272,4,1.48,3.2,1.33
1273,4.8,2.18,5.6,1.69
1274,6,1.48,5.4,1.11
1275,3.5,1.63,2.8,1.25
1276,4.8,1.08,5.5,0.81
1277,2.9,1.14,2.2,1.17
1278,5.1,1.58,4.1,1.64
1279,5.6,1.8,4.2,1.33
1280,5.9,1.7,5.4,1.43
1281,5.4,1.36,4.5,1.86
1282,6.8,1.54,6.4,1.43
1283,3.3,1.79,5.2,1.47
1284,6.3,1.42,6.6,1.28
1285,5.1,1.81,4.9,1.92
1286,3.8,1.83,3,1.34
1287,4.5,1.36,4.3,2
1288,5.2,1.54,3.4,1.36
1289,5,1.41,4.4,1.43
1290,6.6,1.2,6.6,1.36
1291,3.6,2.01,2.5,1.28
1292,5.6,1.91,5.2,1.08
1293,5.7,1.1,5.1,1.22
1294,5.9,1.22,5.5,1.28
1295,6.9,1.04,6.4,1.8
1296,5,1.34,5.9,0.83
1297,4.8,1.81,3.7,1.49
1298,6.9,0.94,5.6,1.36
1299,4.5,1.5,4.7,1.27
1300,6,1.1,4.5,1.2
1301,4.4,0.92,2.8,1.47
1302,4.4,1.62,3.8,1.72
1303,6.1,1.81,6.5,1.43
1304,5.2,1.72,6.3,1.68
1305,4.7,2,6.2,1.25
1306,5.3,1.49,5.3,1.68
1307,5.1,0.94,5.4,1.69
1308,5.8,1.08,5.3,1.68
1309,6.5,1.02,7.4,0.92
1310,5.1,1.3,4.4,1.62
1311,4.1,1.3,3.5,1.36
1312,5.3,1.1,4,2.19
1313,4.2,1.25,3,0.89
1314,4.1,1.14,4.1,1.64
1315,7,1.1,6.4,1.69
1316,5.2,1.6,4,1.79
1317,5.3,1.73,6.2,1.66
1318,4.8,1.78,4.3,2.05
1319,6.5,1.02,5.6,1.36
1320,3.8,2.39,6.5,1.08
1321,4.5,1.36,5.7,1.27
1322,6.5,0.92,5.5,1.63
1323,5.5,1.63,5,2
1324,6.1,1.51,6.7,1.49
1325,5.9,0.94,5.8,1.54
1326,6.1,0.94,5,1.18
1327,5.5,2.06,2.8,1.47
1328,4.4,1.85,2.7,1.1
1329,5.3,1.27,4.2,1.99
1330,5.7,1.9,7.2,0.98
1331,5.3,1.79,4.4,2.15
1332,2.5,1.28,2.3,0.64
1333,4.5,1.86,5.7,1.79
1334,3.8,2.71,7.8,1.47
1335,5.4,1.02,5.6,0.8
1336,3.6,1.8,2.7,1.55
1337,5,1.48,6.5,1.2
1338,6.2,1.25,6.4,0.92
1339,7.2,0.75,6.8,1.78
1340,6.4,0.8,5.7,1.27
1341,3.5,1.57,3.2,1.66
1342,6.5,1.69,6.4,1.28
1343,6,1,5.4,1.62
1344,6.3,1.35,5.5,1.43
1345,4.5,1.12,2.9,0.83
1346,6.5,1.12,5.6,1.69
1347,4.6,1.02,4,1
1348,5.8,1.25,6.3,1.42
1349,5.2,0.87,5.2,0.98
1350,4,0.89,2.6,1.02
1351,6.3,1.27,5.9,1.22
1352,6.7,1.49,6.4,1.43
1353,5.3,1.19,6.4,1.28
1354,4.6,1.2,2,1.1
1355,6.3,1.35,3.8,2.18
1356,5.2,1.94,5.2,2.27
1357,4.5,1.5,6,1.79
1358,6,1.34,6,1.48
1359,3.6,1.74,3.4,1.69
1360,5.5,1.36,2.9,1.04
1361,4.4,1.56,2.5,1.43
1362,4.4,1.56,5.4,1.28
1363,5.1,1.37,3.6,1.02
1364,4.3,1.68,6.2,0.98
1365,6.5,1.5,6.4,1.69
1366,5.4,1.69,6.3,0.9
1367,7.1,1.37,7.2,1.54
1368,3.4,1.36,3.3,2.15
1369,6.8,1.47,6.6,1.62
1370,4.3,1.19,4.1,1.22
1371,5.7,1.68,5.4,1.69
1372,4.8,1.47,5.2,1.25
1373,6.6,1.11,5.7,1.73
1374,6,1.1,4.1,1.37
1375,5.6,1.69,5.6,1.74
1376,7,1.48,6.6,1.43
1377,3.7,1.85,3.1,1.58
1378,5.5,1.69,5.7,1.62
1379,5.8,1.33,5.7,1.49
1380,4.1,1.37,4.5,1.57
1381,6.1,1.92,7.1,1.14
1382,4.8,0.98,4.7,1.55
1383,5.6,1.28,3,1.48
1384,5.8,1.33,5.4,1.2
1385,6,1.41,6,1.1
1386,5.9,1.81,5,1.95
1387,6.1,0.94,4.5,2.11
1388,6.8,1.47,7.8,1.08
1389,4.2,1.47,3.3,1.27
1390,6.1,1.3,6.3,1.49
1391,4.3,1.55,5.7,1.19
1392,6.2,1.72,6.7,1.68
1393,6.2,0.75,4.1,1.45
1394,6,1.34,4.1,1.58
1395,4.7,1.55,3.5,1.2
1396,6.1,1.7,6,2.05
1397,4.3,1.49,3.3,1.62
1398,6.9,1.51,7.6,1.69
1399,6.1,1.7,6.4,1.62
1400,5.6,1.85,5.8,2.27
1401,5.8,1.54,5.3,2.1
1402,5.6,1.2,2.5,1.28
1403,5.6,1.2,5.1,1.37
1404,3.8,0.98,2.7,0.78
1405,3.7,1.73,2.2,0.75
1406,3.9,1.7,3.7,1.73
1407,3.6,1.36,3.8,1.25
1408,4.2,1.54,5,1.1
1409,4.9,1.22,3.7,2
1410,6,1,4.4,1.62
1411,3.9,1.87,2.7,0.46
1412,4.6,1.11,3.2,1.25
1413,4.3,1.42,4.1,1.22
1414,3.7,1.1,4,1.26
1415,5.7,1.1,4.7,1.27
1416,4.4,1.8,2.7,1.1
1417,4.6,2.2,2.4,1.11
1418,4.3,2,3.8,2.27
1419,3.7,1,2.5,0.81
1420,4.8,1.54,3.1,1.37
1421,4.2,1.89,3.2,1.6
1422,4.1,1.58,2.8,0.75
1423,4.2,1.33,5.5,1.96
1424,4.5,1.36,3.5,0.92
1425,5.1,1.76,5.2,1.89
1426,6.6,1.62,6.4,1.28
1427,5,1.79,4.9,2.17
1428,4.7,1.9,3.5,1.8
1429,3,1.26,2.3,0.9
1430,4.6,1.36,3.2,1.66
1431,4.1,1.37,4.1,1.14
1432,3.7,1.27,2.6,0.92
1433,4,1.48,3.6,1.43
1434,3.7,1.68,2.8,1.17
1435,3.6,1.5,5.3,1.68
1436,4.7,1.27,3.8,1.47
1437,5.1,1.37,4.5,1.5
1438,3.6,1.91,2.9,1.22
1439,4.1,1.45,2.9,1.14
1440,5.1,1.97,4.9,1.97
1441,5,1.18,4,1.55
1442,5.3,2.19,2.8,1.33
1443,5.8,1.89,2.9,1.7
1444,4.6,1.02,3.1,1.22
1445,5.1,1.76,3.6,1.36
1446,5.8,0.75,3.2,1.25
1447,4.4,1.62,4.1,1.7
1448,4.4,1.43,4.4,2.15
1449,4.6,1.2,4.1,1.22
1450,5.7,1.42,5,1.79
1451,5.1,1.58,4.8,1.83
1452,4.2,1.25,3.9,1.45
1453,4,1.79,3.8,1.72
1454,5.2,1.6,3.6,1.43
1455,4.1,1.87,4.2,1.33
1456,4.3,1.62,2.2,0.75
1457,5.4,1.56,4.8,1.6
1458,4.2,1.54,4.7,1.35
1459,5.4,1.85,5.1,1.87
1460,4.8,1.4,3.9,1.51
1461,5.3,1.35,4.2,1.72
1462,4.8,1.17,3.9,0.83
1463,3.3,1.42,3,1.79
1464,4.8,1.6,4.4,1.62
1465,5.2,1.17,3.7,1.1
1466,6.1,0.7,4.5,1.36
1467,4,1.1,4.2,1.08
1468,3.7,1.42,2,1
1469,3.1,1.64,3.2,1.6
1470,5.1,1.37,3.2,1.6
1471,7.3,1.19,6.8,0.98
1472,5,1.48,5.2,1.08
1473,6.1,1.7,6,1.79
1474,6.6,0.92,6.4,1.11
1475,4.3,1.19,3.2,0.98
1476,4.5,2.11,5.1,1.87
1477,5.1,1.45,4.5,1.36
1478,5.1,1.14,3.5,1.36
1479,5,1.18,5.1,1.51
1480,4.8,1.89,5.3,1.42
1481,3.9,1.45,3.7,1.49
1482,4.3,1.68,3.4,1.43
1483,3.9,1.87,3.8,1.17
1484,4.4,1.36,3.8,1.4
1485,4.7,1.35,3.8,1.17
1486,3.7,1.62,2.9,1.04
1487,4.3,1.85,2.4,0.8
1488,4.9,1.64,3.9,0.94
1489,4.9,1.37,4.6,1.43
1490,3.8,1.47,3.1,1.76
1491,4.8,1.33,5.2,1.83
1492,3.3,1.85,2.8,0.75
1493,4,1.34,6.1,1.7
1494,4.9,1.45,3.8,1.54
1495,4.4,1.11,3.9,1.51
1496,6.1,1.64,5.8,1.47
1497,4.4,1.74,3.6,1.36
1498,4.8,1.25,3.8,1.78
1499,4.8,1.33,4.5,1.2
1500,3.8,1.72,3.2,1.94
1501,5,1.95,4.9,1.97
1502,7.2,0.98,7,1.34
1503,5.9,1.14,4.1,2.3
1504,6,1.79,5.9,1.51
1505,4.2,1.08,4.9,1.58
1506,5,1.18,4.8,0.87
1507,5.5,0.92,5.7,0.9
1508,5.9,1.64,5.3,1.49
1509,5.9,1.14,5.4,1.8
1510,4.1,1.45,5.6,1.02
1511,5.5,1.57,5.6,1.91
1512,3.8,1.72,5.2,1.25
1513,6.1,1.22,6.3,1.19
1514,4.6,1.96,5.4,1.36
1515,4.4,1.28,4.8,1.4
1516,5.6,1.62,4.9,1.76
1517,6,1.67,5,1.67
1518,6.1,1.45,6.3,1.55
1519,5,1.48,5.6,1.02
1520,5.3,1.27,5.3,1
1521,4.8,1.08,4.9,0.83
1522,5.2,1.4,5.7,1.1
1523,6.9,1.45,4.8,1.72
1524,5.6,1.43,4.4,2.11
1525,4.5,1.12,4.5,1.5
1526,5.9,1.45,5.9,1.7
1527,4.5,1.02,4.7,1
1528,5.5,1.86,4.6,2.11
1529,5.4,1.96,5.7,1.73
1530,6.2,0.98,4.2,1.33
1531,5.1,1.92,4.8,2.14
1532,5.8,1.33,5.6,1.8
1533,5.2,1.83,5.3,1.95
1534,5.7,0.9,5.7,1.35
1535,5.4,1.2,5.3,1.1
1536,4.8,1.08,3.4,1.69
1537,5.9,1.14,3.4,1.11
1538,6.3,1.19,4.7,1.35
1539,4.4,2.01,4.7,2
1540,5.7,1.9,5.1,1.92
1541,5.2,1.08,4.6,1.56
1542,5.5,1.8,5.5,1.43
1543,6.1,1.45,5.4,1.8
1544,6.4,1.74,5.4,1.62
1545,4.8,1.47,4.8,1.25
1546,5.3,1.19,4.4,1.02
1547,4,1.67,5.8,1.89
1548,4.6,1.02,3.7,1.35
1549,4.9,1.81,5.2,1.72
1550,4.8,1.66,3.7,1.1
1551,5.6,1.8,5.4,1.56
1552,5.6,1.56,5.6,1.36
1553,5.6,1.69,5.9,1.58
1554,5.8,1.47,4.5,2.16
1555,4.4,1.36,2.9,1.04
1556,4.7,2,6.1,1.45
1557,5.5,1.86,6.3,1.42
1558,3.4,1.56,5.9,1.14
1559,5.8,0.98,5.2,1.6
1560,5.2,0.98,5.2,1.4
1561,5,1.9,6,1.41
1562,4.8,2.04,6.3,1.42
1563,5.1,2.07,5.7,1.79
1564,6.1,1.81,6.4,1.43
1565,4.6,1.36,4.9,1.76
1566,6.2,0.98,5.3,1
1567,4,1.48,5,1.26
1568,5.4,2.2,6,1.61
1569,5.6,1.5,5.8,1.25
1570,5.2,1.47,4.6,1.74
1571,4.4,2.06,6.9,1.14
1572,5.5,2.16,5,2.45
1573,4.9,1.37,3.6,1.8
1574,5.9,1.64,5.4,1.69
1575,5.2,1.47,5.1,1.51
1576,5.4,0.8,3.9,1.45
1577,5.2,1.89,4.7,1.73
1578,5.9,0.3,4.8,1.54
1579,5.8,1.72,4.9,1.92
1580,6.1,1.04,5.2,1.08
1581,6.5,1.28,6.1,1.37
1582,5.9,1.22,5.4,1.5
1583,5.6,1.56,5.2,1.99
1584,4.9,1.37,4.6,1.8
1585,5,1.95,3.9,1.64
1586,4.3,1.62,5,1.1
1587,5,1,5.5,1.28
1588,4.9,1.64,5.8,1.54
1589,5.8,1.47,6.1,1.04
1590,4.2,1.6,6.2,1.17
1591,5.9,0.94,4.7,1.42
1592,6.1,1.92,6.4,1.8
1593,4.7,1.62,3.5,1.57
1594,5.6,1.43,5.4,1.69
1595,5.6,1.85,5.9,1.51
1596,5.5,1.8,5.1,1.87
1597,5.5,1.02,5,0.89
1598,4.3,2.19,5.5,1.57
1599,3.6,1.74,4.1,1.45
1600,5.6,1.11,5.6,1.11
1601,5,1.67,5.3,1.73
1602,5,1.95,3.7,1.9
1603,5.4,0.92,3.9,1.3
1604,4.5,1.5,3.6,0.8
1605,5.6,1.85,4,1.95
1606,5.6,0.8,4.9,1.04
1607,4.5,2.01,3,1.67
1608,4.5,2.29,7,1.34
1609,6.4,1.43,6.5,1.57
1610,6.4,1.2,4.1,1.45
1611,5.7,2,6.2,1.6
1612,3.8,0.98,3.1,1.45
1613,6.2,2.09,6.6,1.62
1614,6.6,0.97,4.6,1.35
1615,5.7,0.78,4.6,1.62
1616,4.8,2.04,5.5,1.86
1617,6.1,1.64,5.9,1.81
1618,6.1,1.64,3.9,1.22
1619,5.2,1.54,5.3,1.55
1620,6.3,1.49,5.7,1.68
1621,6.1,1.7,6,1.55
1622,6,1.73,5.9,1.81
1623,5.6,1.69,5.3,1.95
1624,5.7,1.73,6.4,1.62
1625,4.9,1.22,4.4,1.56
1626,6.1,1.64,6,1.55
1627,4.4,1.56,3.9,1.64
1628,4.7,1.49,4.8,1.4
1629,6.4,0.8,6.3,1
1630,6,1,5.4,1.5
1631,5.7,1.27,4.8,1.4
1632,5.2,0.87,3.4,0.8
1633,6.5,1.36,6.3,1.35
1634,5.5,1.8,6.1,1.7
1635,6.8,1.08,6.1,1.3
1636,4.6,1.8,5.2,1.83
1637,5.5,0.92,3.6,1.02
1638,5.9,2.12,3.9,1.76
1639,5.3,1.42,5.3,1.62
1640,6.6,1.74,6.1,1.76
1641,4.6,1.11,5.3,1.19
1642,5.1,1.45,4.9,1.51
1643,4.4,1.56,4.3,1.79
1644,5,1.18,5.9,0.94
1645,5.8,1.99,5.7,1.68
1646,4.5,1.36,3.7,1.73
1647,7.1,0.83,5.8,1.54
1648,3.9,1.58,2.5,1.02
1649,6.1,1.22,6,1.67
1650,5.9,1.04,4.7,1.19
1651,4.8,0.98,6,1.18
1652,7.2,0.98,6.3,1.62
1653,4.3,1,3.1,0.94
1654,4.8,1.13,3.1,0.74
1655,6.1,1.45,6.1,1.45
1656,4.7,1.79,4,1.41
1657,5.6,1.69,5.7,1.85
1658,6.2,1.83,5.9,1.81
1659,4.6,1.91,4.6,1.91
1660,5.2,1.47,5.5,1.43
1661,5.7,1.62,6.3,1.42
1662,6.1,1.45,6,1.84
1663,4.6,1.69,4.9,1.76
1664,4.2,1.72,4,1.48
1665,5.6,1.62,5.7,1.79
1666,3.8,1.47,3.3,1.42
1667,6,1.41,7.5,1.02
1668,5.5,1.63,5.5,1.5
1669,5.5,1.36,4.9,2.02
1670,5.9,1.04,5.4,1.28
1671,4.2,1.08,3.3,1
1672,4.4,1.5,2.6,1.2
1673,6.1,1.14,5.9,1.87
1674,5,1.48,5.3,1.42
1675,5.5,1.96,5.7,1.85
1676,5.6,1.11,4.9,1.3
1677,6.8,1.54,6.4,1.11
1678,5.1,1.7,4.2,1.25
1679,5.4,1.2,5.6,1.2
1680,6.8,1.17,6.1,1.37
1681,5,1.73,3.5,1.28
1682,6.1,1.04,5.8,1.17
1683,6,0.77,4.8,1.33
1684,5.1,1.51,5,2.19
1685,5.4,2.06,4.5,1.57
1686,3.7,1.62,3.3,1.62
1687,5.1,1.76,4.7,1.55
1688,5.2,1.89,4.7,1.62
1689,7.1,0.83,6.4,1.11
1690,5.4,1.91,4.6,1.8
1691,3.7,1.27,3.6,1.02
1692,3.8,1.47,3.3,1.9
1693,4.4,1.62,3.8,0.75
1694,4.5,2.84,6.1,2.17
1695,5.7,1.49,5.6,1.74
1696,3.8,1.17,3.3,1.35
1697,3.3,1.27,2.8,0.87
1698,4.5,1.36,4.5,1.43
1699,5.1,1.76,5,1.95
1700,5.6,1.5,5,1.79
1701,4,1.55,3.1,1.51
1702,4.1,1.3,3.9,1.81
1703,5.3,1.42,6.7,2.1
1704,5.3,1.62,6.4,1.11
1705,4,1.34,4.4,1.43
1706,4.9,1.81,4,1.9
1707,3.5,1.28,4,1.26
1708,4.2,1.4,3.6,1.43
1709,4,2,3.8,1.94
1710,3.6,1.02,2.9,0.94
1711,5,1.1,3.2,1.47
1712,4.4,1.69,2.9,1.22
1713,6.2,1.4,5.7,1.27
1714,6.1,0.7,4,1.61
1715,5.9,1.22,5.6,1.62
1716,5.8,1.47,5.4,1.28
1717,6,0.89,4.8,1.33
1718,4.7,1.49,3.5,1.91
1719,5,1.61,3.3,1.49
1720,7.5,0.92,6,1.48
1721,4.2,1.25,2.9,1.14
1722,5,1.48,3.1,1.22
1723,4.3,1.27,3.4,1.28
1724,3.7,1.79,3.3,1.49
1725,5.2,1.33,4.4,1.36
1726,4.6,1.28,3.2,1.17
1727,4.9,1.3,4.7,1.42
1728,3.1,1.45,4.7,2.28
1729,5.1,1.97,5.4,1.56
1730,5.3,0.9,3.9,1.51
1731,4.2,1.08,3.6,1.5
1732,4.2,1.6,3,1.1
1733,3.8,1.83,3.3,1.55
1734,5.1,1.58,5.2,1.72
1735,4.7,1.49,3,1.18
1736,4.7,1.49,3.1,0.94
1737,3.6,1.62,3.6,1.36
1738,2.8,1.6,4.8,1.72
1739,3.7,1.55,2.8,1.17
1740,5.3,1.49,4.3,1.55
1741,3.3,1.49,3.5,1.36
1742,6.8,0.98,5.1,1.58
1743,6.8,0.98,6.5,1.2
1744,4.9,0.94,4.3,0.9
1745,7.1,0.94,5.9,1.7
1746,5.7,1.19,4.8,1.17
1747,4.3,1.35,2.9,1.14
1748,5.4,0.66,4.1,1.22
1749,6.7,1.42,4.6,0.92
1750,4.7,1.35,5.3,1.49
1751,4.1,1.14,4.3,1.55
1752,5.5,2.25,6.1,1.81
1753,3.2,1.25,3.4,1.5
1754,4.2,1.54,2.4,1.02
1755,6.4,1.62,5.7,1.19
1756,4.4,1.36,3.9,1.22
1757,5,0.77,3.1,0.83
1758,5.4,1.02,3,1
1759,5.4,1.28,4.7,1.55
1760,4.3,1.68,4.1,1.64
1761,7.9,0.83,7.1,1.22
1762,6.1,1.81,5.4,1.91
1763,4.4,1.11,3.5,1.02
1764,4.9,1.81,4,1.61
1765,5.8,0.98,4.6,1.02
1766,3.7,1.19,3,1.1
1767,3.8,1.78,2.4,1.36
1768,4.1,1.64,3.1,1.37
1769,5.9,1.37,5.3,1.42
1770,4.5,1.63,2.9,1.37
1771,4.9,0.94,5.3,1
1772,5.6,1.62,4.3,1.35
1773,5.4,1.56,4.1,1.58
1774,4.9,1.58,4.8,1.47
1775,4.6,1.02,3,0.77
1776,4.8,1.94,3.8,1.66
1777,5.3,1.73,4.4,1.8
1778,4.4,1.5,3.2,1.99
1779,5.7,1.9,2.9,0.94
1780,4.8,1.33,3.5,1.2
1781,4.2,1.83,2.7,1.1
1782,4.7,1.68,5.2,1.89
1783,4.2,1.47,3.3,1.1
1784,5.5,1.2,5.1,1.58
1785,5.6,0.8,5.2,1.17
1786,4.2,1.94,3.1,1.58
1787,3.9,1.64,3.4,1.2
1788,3.6,1.74,6,2.37
1789,5.9,1.04,5.1,0.94
1790,3.8,1.99,3.3,1.49
1791,5.3,1.79,3.3,1.1
1792,6.1,0.54,5.1,1.04
1793,5.1,0.83,4.2,0.87
1794,4.2,0.98,3.7,1.1
1795,3.9,1.3,3,1
1796,5.8,1.6,6,1.55
1797,3.6,1.11,4.1,1.81
1798,5.7,0.64,4,1.48
1799,5.8,0.87,4.5,1.28
1800,3.4,1.62,2.6,1.02
1801,3.4,1.5,2.8,1.6
